,name,region,tel,keyword,photo,address,lat,lon,Unnamed: 0
0,광나루안전체험관,서울 광진구,02-2049-4061,"['광나루안전체험관', '문화시설', '사계절', '수도권', '아이와함께', '이색체험']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a869ce50-7316-483b-8d22-acc9caa0a573&thumb,서울특별시 광진구 능동로 238,37.55131484,127.07717439999999,
1,국립중앙박물관,서울 용산구,02-2077-9000,"['국립중앙박물관', '나들이', '문화시설', '미세먼지_피하는_실내여행', '박물관']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=57a6e3a1-454e-4cc7-b20d-de99307f2add&thumb,서울특별시 용산구 서빙고로 137,37.52470224,126.9777402,
2,청와대사랑채,서울 종로구,02-723-0300,"['가족여행', '교과서속여행', '기념관', '도심여행', '문화시설', '사계절', '실내여행지']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f54e0f20-49e3-4fb8-88e6-cc372ca3c15a&thumb,서울특별시 종로구 효자로13길 45,37.58254488,126.97305929999999,
3,돈의문박물관마을,서울 종로구,02-739-6994,"['감성사진', '남녀노소', '문화시설', '부모님과함께', '사진찍기좋은곳', '사진촬영']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=91cf6a7a-0234-4bc8-88d0-df3ba853ba22&thumb,서울특별시 종로구 송월길 14-3,37.56882521,126.9685249,
4,서대문형무소역사관,서울 서대문구,02-360-8590,"['3·1운동_100주년_여행지추천', '가족과함께', '교과서속여행', '문화시설']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=8bdffb08-c43a-4cf3-8f9c-91aff64edb0a&thumb,서울특별시 서대문구 통일로 251,37.57460851,126.9556118,
5,래미안 갤러리,서울 송파구,1588-3588,"['건축여행', '데이트코스', '래미안갤러리', '문화공간', '문화시설', '복합문화공간']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=578818df-1539-4230-9077-e612d913974f&thumb,서울특별시 송파구 충민로 17,37.47925202,127.1201389,
6,평화문화진지,서울 도봉구,02-3494-1970,"['문화시설', '문화창작공간', '서울관광지', '언택트관광지_100선', '옛대전차방호시설']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=357bf8af-2db0-43db-8a34-8552a8082698&thumb,서울특별시 도봉구 마들로 932,37.69078014,127.0468126,
7,서울 트릭아이뮤지엄,서울 마포구,02-3144-6300,"['도심여행', '문화시설', '미술관', '사진찍기', '사진찍기좋은곳', '서울트릭아이미술관']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=6d47f35c-3f78-4cb9-9e8b-46369490f58d&thumb,서울특별시 마포구 홍익로3길 20,37.55351606,126.92171540000001,
8,한국종합무역센터(코엑스),서울 강남구,02-6000-0114,"['가족여행', '데이트코스', '도심여행', '먹거리', '문화시설', '복합문화공간', '수도권']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=7110ed98-f6ce-435e-9334-6f1fb9f69a3d&thumb,서울특별시 강남구 영동대로 513,37.51182391,127.05915900000001,
9,국립어린이과학관,서울 종로구,02-3668-3350,"['과학관', '국립어린이과학관', '나들이', '문화시설', '수도권', '실내여행지', '아이와함께']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=637b33da-9f20-457f-8cfa-be60aa1acf93&thumb,서울특별시 종로구 창경궁로 215,37.58203191,126.9970157,
10,케이스타일허브(K-Style Hub),서울 중구,02-729-9457,"['VR체험', '가족여행', '관광안내', '먹거리', '문화시설', '문화콘텐츠산업', '수도권']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=03add89a-5232-493b-b24b-a1a8e8eccb73&thumb,서울특별시 중구 청계천로 40,37.56852858,126.9816273,
