,name,region,tel,keyword,photo,address,lat,lon,Unnamed: 0
0,정부세종컨벤션센터,세종 한솔동,044-330-1472,"['교과서속여행', '문화시설', '문화행사', '복합문화시설', '안전행사', '야외행사']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=091e9f16-7e24-479a-8a94-42111cc1c43a&thumb,세종특별자치시 다솜3로 66,36.50109839,127.2699503,
1,충청남도 산림박물관,세종 한솔동,041-635-7400,"['기차여행', '문화시설', '산림박물관', '아이와함께', '체험학습', '충남권', '충청남도산림박물관']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=7dd2feda-970f-4bc8-b78c-53a0d9a44b94&thumb,세종특별자치시 금남면 산림박물관길 110,36.43769938,127.2327433,
2,세종시립민속박물관,세종 한솔동,044-300-8831,"['문화시설', '문화행사', '박물관', '세종시립민속박물관', '아이와함께', '체험학습']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=538dd438-c482-4e4e-83fa-764889c22698&thumb,세종특별자치시 전의면 금사길 75,36.60908191,127.1706088,
3,국립조세박물관,세종 한솔동,044-204-4646,"['교과서속여행', '국립조세박물관', '문화시설', '미세먼지_피하는_실내여행']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f25abad1-87cd-4061-b690-9d9fe2ba1b89&thumb,세종특별자치시 국세청로 8-14,36.48507978,127.2603064,
4,세종문화예술회관,세종 한솔동,044-301-3523,"['문화공간', '문화시설', '문화예술공간', '문화예술활동', '복합문화공간', '세종문화예술회관']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e8d643c7-ed33-4b60-af1b-18f1121a3850&thumb,세종특별자치시 조치원읍 문예회관길 22,36.59982447,127.2878437,
5,연기향토박물관,세종 한솔동,044-862-7449,"['문화', '문화시설', '세종특별자치시', '역사', '유물', '유적', '향토']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=cf47cc92-2270-4140-936f-3fa5a9fd3c4e&thumb,세종특별자치시 연서면 양대길 34-4,36.59562194,127.2078283,
6,국립세종도서관,세종 한솔동,044-900-9114,"['국립세종도서관', '문화공간', '문화시설', '복합문화공간', '사계절', '아이와함께']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=9ad2a1d0-44ad-4354-94f9-cc93f355926c&thumb,세종특별자치시 다솜3로 48,36.49882469,127.2683884,
7,세종문화원,세종 한솔동,044-865-2411,"['문화강좌', '문화시설', '복합문화공간', '세종문화원']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=08065ba6-733b-4060-b741-32d19b3792e0&thumb,세종특별자치시 조치원읍 문화로 17,36.60331978,127.30059340000001,
8,국립조세박물관,세종 한솔동,044-204-4646,"['교과서속여행', '국립조세박물관', '문화시설', '미세먼지_피하는_실내여행']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f25abad1-87cd-4061-b690-9d9fe2ba1b89&thumb,세종특별자치시 국세청로 8-14,36.48507978,127.2603064,
9,합강공원 오토캠핑장,세종 한솔동,044-850-1117,"['가족여행', '레포츠', '아이와함께', '캠핑장', '합강공원', '힐링&휴양']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d340466e-4b1e-477f-bd3c-b9f4ad9fc77d&thumb,세종특별자치시 연기면 태산로 329,36.5163355,127.337575,0.0
10,세종에머슨 컨트리클럽,세종 한솔동,044-862-4004,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=03cf3332-6c33-4a98-827f-2b463799e770&thumb,세종특별자치시 전의면 운주산로 1510,36.6973629,127.1763612,1.0
11,세종승마클럽&아카데미,세종 한솔동,044-862-0505,"['가족과함께', '레포츠', '승마', '승마레슨', '승마체험', '승마캠프', '승마트레킹']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=7573f47e-d6b0-4694-912a-ab2da4bde82c&thumb,세종특별자치시 연서면 세종로 2156-9,36.5789658,127.2936685,2.0
12,"세종전통시장 (4, 9일)",세종 한솔동,044-868-4209,"['가족여행', '기차여행', '나들이', '나홀로여행', '먹거리', '세종전통시장', '쇼핑']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c1bd5a5a-699c-4794-b2bd-dceacc3bf1bf&thumb,세종특별자치시 조치원읍 조치원8길 42,36.59978935,127.3006116,
