name,region,address,Latitude,Longitude
몽골문화촌,경기 남양주시,경기도 남양주시 수동면 비룡로 1635,37.7578348,127.27498
스포츠몬스터 하남,경기 하남시,경기도 하남시 미사대로 750,37.5434191,127.236611
모꼬지마을,경기 양평군,경기도 양평군 용문면 중원산로 76,37.5171628,127.612332
원당종마목장 (렛츠런팜 원당),경기 고양시,경기도 고양시 덕양구 서삼릉길 233-112,37.6641008,126.8735634
화도하수처리장 피아노폭포,경기 남양주시,경기도 남양주시 화도읍,37.6523921,127.3083224
소요산국민관광지,경기 동두천시,경기도 동두천시 평화로2910번길 145,37.9464858,127.0693176
고양 서오릉 [유네스코 세계문화유산],경기 고양시,경기도 고양시 덕양구 서오릉로 334-32,37.6253341,126.8978397
평택시 송탄 관광특구,경기 평택시,경기도 평택시 중앙시장로 32,37.0796915,127.0536986
차탄천 주상절리 (한탄강 국가지질공원),경기 연천군,경기도 연천군 연천읍 통현리,38.0734053,127.0805796
서울랜드,경기,경기도 과천시 광명로 181,37.4364611,127.024139
형도,경기 화성시,경기도 화성시 송산면 독지리,37.2519302,126.6962508
화성 우리꽃식물원,경기 화성시,경기도 화성시 팔탄면 3.1만세로 777-17,37.115889,126.8832062
모산목장,경기 파주시,경기도 파주시 탄현면 검산로519번길 6-36,37.8024192,126.7237204
용인 8경,경기 용인시,경기도 용인시 기흥구 동탄기흥로 923,37.2280607,127.1002765
한화리조트 산정호수 온천,경기 포천시,경기도 포천시 영북면 산정호수로 402,38.0656884,127.3141846
기아자동차 소하리공장,경기 광명시,경기도 광명시 기아로 113,37.4393145,126.8876362
청평자연휴양림,경기 가평군,경기도 가평군 청평면 북한강로2246번길 8-6,37.711878,127.4072261
태풍전망대,경기 연천군,경기도 연천군 중면 횡산리,38.1201245,126.9752779
김포국제조각공원,경기 김포시,경기도 김포시 월곶면 용강로13번길 38,37.7207585,126.5521903
용소폭포,경기 가평군,경기도 가평군 북면 조무락골길 132,37.9876206,127.4544721
악티바,경기 광주시,경기도 광주시 곤지암읍 경충대로 729,37.3446936,127.3494254
파주 출판도시,경기 파주시,경기도 파주시 회동길 145,37.7082498,126.6867208
전곡항,경기 화성시,경기도 화성시 서신면 전곡항로,37.190365,126.662988
오이도 음식문화거리,경기 시흥시,경기도 시흥시 뒷방울길 80,37.3715958,126.757314
두물머리 애벌레 생태학교,경기 양평군,경기도 양평군 양서면 두물머리길 108-22,37.5368767,127.3149753
이천 자채방아마을,경기 이천시,경기도 이천시 대월면 대월로358번길 168-24,37.1911589,127.5070275
배다골테마파크,경기 고양시,경기도 고양시 덕양구 배다골길 131,37.6307754,126.847702
용문사(용문산),경기 양평군,경기도 양평군 용문면 용문산로 782,37.5501859,127.570823
제부도 모세거리,경기 화성시,경기도 화성시 서신면 제부리,37.1710576,126.6224067
은아목장,경기 여주시,경기도 여주시 가남읍 금당5길 139,37.2125963,127.620231
1.21 무장공비 침투로,경기 연천군,경기도 연천군 장남면 반정리 294,37.9701273,126.8280474
봉선사(경기),경기 남양주시,경기도 남양주시 진접읍 봉선사길 32,37.7462272,127.1832685
누에섬 등대전망대,경기 안산시,경기도 안산시 단원구 선감동,37.2100274,126.6504817
기아자동차 화성공장,경기 화성시,경기도 화성시 우정읍 기아자동차로 95,37.0384313,126.8002326
부천 동물테마파크 하이주,경기 부천시,경기도 부천시 원미구 길주로 105,37.5063502,126.7541323
자유의 다리(파주),경기 파주시,경기도 파주시 문산읍 임진각로 148-53,37.8903028,126.7402706
양평 황순원문학촌 소나기마을,경기 양평군,경기도 양평군 서종면 소나기마을길 24,37.5945109,127.3781099
일동제일유황온천,경기 포천시,경기도 포천시 일동면 화동로 1210,37.9675,127.3286111
의정부 부대찌개거리,경기 의정부시,경기도 의정부시 호국로1309번길 7,37.7440498,127.0494386
연꽃테마파크,경기 시흥시,경기도 시흥시 관곡지로 139,37.4006572,126.8082527
화성식염온천,경기 화성시,경기도 화성시 장안면 황골길 56-1,37.0935675,126.8669219
구리 동구릉 [유네스코 세계문화유산],경기 구리시,경기도 구리시 동구릉로 197,37.6197924,127.131505
국립 유명산자연휴양림,경기 가평군,경기도 가평군 설악면 유명산길 79-53,37.5928839,127.4920842
다산생태공원,경기 남양주시,경기도 남양주시 조안면 다산로 767,37.525792,127.293598
보정동카페거리,경기 용인시,경기도 용인시 기흥구 보정동,37.313179,127.112455
여주온천,경기 여주시,경기도 여주시 강천면 강문로 864,37.2710758,127.7281309
곤지암리조트,경기 광주시,경기도 광주시 도척면 도척윗로 278,37.3372414,127.2953076
명지계곡,경기 가평군,경기도 가평군 북면 적목리,37.9794527,127.4282149
이천도예마을,경기 이천시,경기도 이천시 신둔면 경충대로3150번길 19,37.3091729,127.4037815
분당 정자동 카페거리,경기 성남시,경기도 성남시 분당구 정자동,37.3638388,127.1163207
내동마을 연꽃단지,경기 용인시,경기도 용인시 처인구 원삼면 내동로23번길 6,37.1759765,127.296834
삼성화재 교통박물관,경기 용인시,경기도 용인시 처인구 포곡읍 에버랜드로376번길 171,37.2993534,127.2185665
나혜석거리,경기 수원시,경기도 수원시 팔달구 인계동,37.2714577,127.0281553
양평 산수유 농어촌 인성학교,경기 양평군,경기도 양평군 개군면 산수유꽃길 88,37.4390119,127.5774728
장흥자생수목원,경기 양주시,경기도 양주시 장흥면 권율로309번길 167-35,37.743901,126.9496355
수미마을,경기 양평군,경기도 양평군 단월면 수미길52번길 2-1,37.5153072,127.6482295
양주 회암사지,경기 양주시,경기도 양주시 회암동,37.8504915,127.0990048
광주 산두른마을 [농촌전통테마],경기 광주시,경기도 광주시 도척면 추곡길 38,37.2792319,127.291275
포천 산사원,경기 포천시,경기도 포천시 화현면 화동로432번길 25,37.9058675,127.3093844
"남양주 홍릉(고종과 명성황후)과 유릉(순종과 순명,순정 황후) [유네스코 세계문화유산]",경기 남양주시,경기도 남양주시 홍유릉로 352-1,37.6315094,127.2113052
포도향이 흐르는 마을,경기 가평군,경기도 가평군 상면 음지말로 6,37.8314922,127.2912568
여주 해바라기마을,경기 여주시,경기도 여주시 강천면 부평로 368,37.2844507,127.7404633
죽주산성,경기 안성시,경기도 안성시 죽산면 죽양대로 111-71,37.0894366,127.4298002
용인호박등불마을,경기 용인시,경기도 용인시 처인구 모현읍 능곡로56번길 39,37.3345228,127.1802053
은행식물원 (은행자연관찰원),경기 성남시,경기도 성남시 중원구 은행로 72,37.4507605,127.1675981
안성 서일농원,경기 안성시,경기도 안성시 일죽면 금일로 332-17,37.0812398,127.4760767
유명산계곡,경기 가평군,경기도 가평군 설악면 유명산길,37.5958726,127.4911344
고양 서삼릉(장경왕후) [유네스코 세계문화유산],경기 고양시,경기도 고양시 덕양구 서삼릉길 233-126,37.6636635,126.8679732
고대산,경기 연천군,경기도 연천군 신서면 평화로 3282-108,38.2366167,127.1570763
중미산자연휴양림,경기 양평군,경기도 양평군 옥천면 중미산로 1152,37.5879302,127.4545795
안성맞춤랜드,경기 안성시,경기도 안성시 보개면 남사당로 196-31,37.0312723,127.309155
대부도 방아머리 먹거리타운,경기 안산시,경기도 안산시 단원구 대부북동,37.258289,126.5731267
"화성 융릉(장조,헌경왕후)과 건릉(정조,효의왕후) [유네스코 세계문화유산]",경기 화성시,경기도 화성시 효행로481번길 21,37.2079211,126.9894115
제부도해수욕장,경기 화성시,경기도 화성시 서신면 해안길 260,37.1645776,126.6187913
안산 다문화특구,경기 안산시,경기도 안산시 단원구 다문화길 16,37.3294076,126.7905997
제부도,경기 화성시,경기도 화성시 서신면 제부말길 96,37.1688757,126.6252234
여주 넓은들마을 [농촌체험],경기 여주시,경기도 여주시 능서면 월평로 389,37.2632994,127.5809165
수동국민관광지,경기 남양주시,경기도 남양주시 수동면 비룡로 1635,37.7578348,127.27498
평화랜드,경기 파주시,경기도 파주시 문산읍 임진각로 148-39,37.890076,126.7420639
와우정사(용인),경기 용인시,경기도 용인시 처인구 해곡로 25-15,37.1940252,127.2784462
서울우유 안산공장,경기 안산시,경기도 안산시 단원구 성곡로 153,37.3222655,126.7574374
화성어차,경기 수원시,경기도 수원시 팔달구 정조로 825,37.2817978,127.0137047
새둥지마을,경기 연천군,경기도 연천군 백학면 노아로491번길 86,38.0060187,126.9601313
일산 동물의 왕국,경기 고양시,경기도 고양시 일산서구 장수길 23,37.6594884,126.743414
더그림,경기 양평군,경기도 양평군 옥천면 사나사길 175,37.5290836,127.4970417
가나아트파크,경기 양주시,경기도 양주시 장흥면 권율로 117,37.7258899,126.9496427
대부도,경기 안산시,경기도 안산시 단원구 대부중앙로 97-9,37.2434616,126.5852859
경기미래교육 파주캠퍼스,경기 파주시,경기도 파주시 탄현면 얼음실로 40,37.784985,126.703487
갱매폭포,경기,경기도 과천시 막계동,37.426251,127.0273859
태산패밀리파크,경기 김포시,경기도 김포시 하성면 하성로 585,37.7247178,126.6297854
화성 월문온천,경기 화성시,경기도 화성시 팔탄면 버들로1597번길 5,37.1145419,126.8767303
남한산성 전통음식마을,경기 광주시,경기도 광주시 남한산성면 남한산성로 731,37.4765052,127.1883338
웃다리문화촌,경기 평택시,경기도 평택시 서탄면 용소금각로 438-14,37.0688233,127.0081637
양평 민물고기 생태학습관,경기 양평군,경기도 양평군 용문면 상광길 23-2,37.5120527,127.6393108
아쿠아필드 고양,경기 고양시,경기도 고양시 덕양구 고양대로 1955,37.6467805,126.8948223
연천 나룻배마을,경기 연천군,경기도 연천군 왕징면 북삼로 98,38.0955624,127.003788
파주 맛고을 음식문화거리,경기 파주시,경기도 파주시 탄현면,37.8025465,126.7159861
별빛마을포토랜드,경기 안산시,경기도 안산시 상록구 수인로 1723,37.3394089,126.8634489
심곡서원,경기 용인시,경기도 용인시 수지구 심곡로 16-9,37.3058305,127.0766997
전곡리 유적 토층 (한탄강 국가지질공원),경기 연천군,경기도 연천군 전곡읍 양연로 1510,38.0154257,127.061393
여주 황포돛배,경기 여주시,경기도 여주시 강변유원지길 105,37.2930663,127.6683067
안산식물원,경기 안산시,경기도 안산시 상록구 성호로 113,37.3142066,126.8604902
율동공원,경기 성남시,경기도 성남시 분당구 문정로 145,37.3828271,127.1499694
소요산탑유황온천,경기 동두천시,경기도 동두천시 장고갯로 161-35,37.9080171,127.0647567
누리천문대,경기 군포시,경기도 군포시 대야2로 139,37.3325122,126.9160717
사나사 계곡,경기 양평군,경기도 양평군 옥천면 용천로 1082-12,37.5807606,127.5433501
칠장사(안성),경기 안성시,경기도 안성시 죽산면 칠장로 399-18,37.0264327,127.3977239
미리내 성지,경기 안성시,경기도 안성시 양성면 미리내성지로 420,37.1413273,127.2599108
용인축협자연체험스쿨 한우랜드,경기 용인시,경기도 용인시 처인구 백암면 옥산로 119,37.1093431,127.4085658
자연과별천문대,경기 가평군,경기도 가평군 북면 백둔로342번길 115-33,37.9128874,127.4741932
검단산,경기 하남시,경기도 하남시 천현동,37.5192112,127.2240306
수종사,경기 남양주시,경기도 남양주시 조안면 북한강로433번길 186,37.5711404,127.3023586
다이노스타 (용인),경기 용인시,경기도 용인시 수지구 동천로 581,37.3544044,127.0520262
김포 문수산성,경기 김포시,경기도 김포시 월곶면 포내리,37.7242018,126.5360503
까치울 먹거리촌 (작동 먹거리촌),경기 부천시,경기도 부천시 작동,37.5114589,126.8155489
남양성모성지,경기 화성시,경기도 화성시 남양읍 남양성지로 112,37.2117634,126.8237722
용문산,경기 양평군,경기 양평군 용문면 신점리,37.5563194,127.5805231
문수산산림욕장,경기 김포시,경기도 김포시 월곶면 문수산로 102-38,37.73778,126.5308772
책테마파크,경기 성남시,경기도 성남시 분당구 문정로 145,37.3828271,127.1499694
고기동 오리촌,경기 용인시,경기도 용인시 수지구 고기동,37.35822,127.0336602
옥구공원,경기 시흥시,경기도 시흥시 오이도로 58,37.3517638,126.7009671
덕평자연휴게소,경기 이천시,경기도 이천시 마장면 덕이로154번길 287-76,37.240637,127.3888251
연천 경순왕릉,경기 연천군,경기도 연천군 장남면 장남로 288,37.9907691,126.8428624
제암리 3.1운동 순국기념관,경기 화성시,경기도 화성시 향남읍 제암길 50,37.1260703,126.8916396
시흥 오이도마을,경기 시흥시,경기도 시흥시 오이도로135번길 39,37.3448298,126.6882704
국망봉자연휴양림(포천),경기 포천시,경기도 포천시 이동면 늠바위길 207-28,38.028861,127.3962259
신흥레저타운,경기 양주시,경기도 양주시 장흥면 삼상리,37.6978278,126.9413775
동막골유원지,경기 연천군,경기도 연천군 연천읍,38.1038391,127.0758749
"남양주 광릉(세조,정희왕후) [유네스코 세계문화유산]",경기 남양주시,경기도 남양주시 진접읍 광릉수목원로 354,37.7491133,127.1761752
시화나래 조력문화관,경기 안산시,경기도 안산시 단원구 대부황금로 1927,37.3129812,126.6092392
의왕철도박물관,경기 의왕시,경기도 의왕시 철도박물관로 142,37.3142825,126.9536889
파주 삼릉 [유네스코 세계문화유산],경기 파주시,경기도 파주시 조리읍 삼릉로 89,37.7405486,126.8423122
시화호,경기 안산시,경기 안산시 단원구 대부남동,37.2300463,126.5802849
상동호수공원,경기 부천시,경기도 부천시 원미구 조마루로 15,37.5033089,126.7457616
도라산역,경기 파주시,경기도 파주시 장단면 희망로 307,37.8990043,126.7095734
천마산군립공원,경기 남양주시,경기도 남양주시 화도읍 묵현로,37.664129,127.2944088
멍우리 협곡 (한탄강 국가지질공원),경기 포천시,경기도 포천시 영북면 운천리,38.0813188,127.2820477
아침고요가족동물원,경기 가평군,경기도 가평군 상면 임초밤안골로 301,37.7474352,127.3612674
화성정용채가옥,경기 화성시,경기도 화성시 서신면 오얏리길 44-17,37.1328393,126.7008636
포천 이동갈비마을,경기 포천시,경기도 포천시 이동면 화동로 2078,38.033184,127.3664273
주렁주렁 (롯데빅마켓 킨텍스점),경기 고양시,경기도 고양시 일산서구 주엽로 79,37.667373,126.753486
평강식물원,경기 포천시,경기도 포천시 영북면 우물목길 171-18,38.0499693,127.3061016
장흥관광지,경기 양주시,경기도 양주시 장흥면 권율로 193,37.7312783,126.9488836
경안천 습지생태공원,경기 광주시,경기도 광주시 퇴촌면 정자동길 119,37.4455574,127.322063
하남 이성산성,경기 하남시,경기도 하남시 춘궁동,37.5222103,127.1940884
김포 덕포진,경기 김포시,경기도 김포시 대곶면 덕포진로103번길 130,37.6502183,126.5372467
수원화성 관광특구,경기 수원시,경기도 수원시 팔달구 정조로 780,37.2775284,127.0167328
용주사(화성),경기 화성시,경기도 화성시 용주로 136,37.2120183,127.005052
김포함상공원,경기 김포시,경기도 김포시 대곶면 대명항1로 110-36,37.6406387,126.539261
미음나루터(미음나루 풍속마을),경기 남양주시,경기도 남양주시 강변북로632번길 일대,37.5863854,127.1723873
오산 독산성과 세마대지,경기 오산시,경기도 오산시 양산동,37.1920151,127.0214012
비둘기낭 폭포 (한탄강 국가지질공원),경기 포천시,경기도 포천시 영북면 대회산리,38.0727829,127.2317446
도당공원,경기 부천시,경기도 부천시 소사로593번길 124,37.5120548,126.7899502
당포성 (한탄강 국가지질공원),경기 연천군,경기도 연천군 미산면 동이리,38.0184905,127.0000426
소울원,경기 파주시,경기도 파주시 탄현면 검산로 424-12,37.8060114,126.7348292
화성 제부모세마을,경기 화성시,경기도 화성시 서신면 제부말길 96,37.1688757,126.6252234
실내바다낚시 휴,경기 화성시,경기도 화성시 기안길 55,37.2277291,126.9815499
팀업캠퍼스 THE-4Rest 캠핑장,경기 광주시,경기도 광주시 곤지암읍 경충대로 729,37.3446936,127.3494254
수원온수골온천,경기 수원시,경기도 수원시 권선구 동수원로 232,37.2502201,127.0346879
양주 온릉(단경왕후) [유네스코 세계문화유산],경기 양주시,경기도 양주시 장흥면 호국로 255-41,37.7195019,126.9506743
교동 가마소 (한탄강 국가지질공원),경기 포천시,경기도 포천시 관인면 중리,38.0995919,127.1978415
중원폭포,경기 양평군,경기도 양평군 용문면 연수리,37.5279802,127.551919
중미산 천문대,경기 양평군,경기도 양평군 옥천면 중미산로 1268,37.5817561,127.4592837
바람새마을,경기 평택시,경기도 평택시 고덕면 새악길 43-62,37.0123212,127.0214791
부천 중앙공원,경기 부천시,경기도 부천시 소향로 162,37.5005875,126.7636793
여주 고달사지,경기 여주시,경기도 여주시 북내면 고달사로 271-15,37.3924881,127.6527197
삼성산산림욕장,경기 안양시,경기도 안양시 만안구 예술공원로131번길 49,37.419865,126.922004
안성 미리내마을,경기 안성시,경기도 안성시 양성면 미산1길 2,37.1384845,127.2586565
안성맞춤가족공원,경기 안성시,경기도 안성시 공도읍 대림동산길 36,37.0139555,127.2031019
또나따목장,경기 화성시,경기도 화성시 마도면 마도로 223-19,37.1879028,126.7301065
오봉산 석굴암,경기 양주시,경기도 양주시 장흥면 석굴암길 519,37.6954367,126.9944128
파주 장단콩마을,경기 파주시,경기도 파주시 군내면 통일촌길 64,37.9105744,126.7335352
산장관광지,경기 가평군,경기도 가평군 상면 덕현산장길 74,37.7543808,127.412394
서현동 먹거리촌,경기 성남시,경기도 성남시 분당구 새마을로 일대,37.3855315,127.1448049
신구대학교식물원,경기 성남시,경기도 성남시 수정구 적푸리로 9,37.4339552,127.080805
법륜사(용인 문수산),경기 용인시,경기도 용인시 처인구 원삼면 농촌파크로 126,37.1690949,127.2970138
반구정과 황희선생유적지,경기 파주시,경기도 파주시 문산읍 반구정로85번길 3,37.86791,126.7523616
통일동산 관광특구,경기 파주시,경기도 파주시 탄현면 평화로 885-59,37.7821845,126.6896217
연천 숭의전지,경기 연천군,경기도 연천군 미산면 숭의전로 382-27,38.0236248,126.9729861
성호공원,경기 안산시,경기도 안산시 상록구 성호로 131,37.3142066,126.8604902
임진강 주상절리 (한탄강 국가지질공원),경기 연천군,경기도 연천군 미산면 동이리,38.0184905,127.0000426
망월사(경기),경기 의정부시,경기도 의정부시 망월로28번길 211-500,37.7046785,127.0214009
코코몽에코파크 (용인),경기 용인시,경기도 용인시 수지구 동천로 581,37.3544044,127.0520262
물왕동 토속음식마을,경기 시흥시,경기도 시흥시 물왕동,37.3855458,126.8391916
안성 유별난마을,경기 안성시,경기도 안성시 대덕면 장수정길 12-24,37.0399134,127.2323406
국립양평치유의숲,경기 양평군,경기도 양평군 양동면 황거길 262-10,37.454761,127.7196907
내일의 기적소리,경기 파주시,경기도 파주시 문산읍 마정리,37.897183,126.7543841
안산시세계문화체험관,경기 안산시,경기도 안산시 단원구 원본로 15,37.33123,126.7917959
명성황후 생가,경기 여주시,경기도 여주시 명성로 71,37.2593607,127.6561875
수리사(경기),경기 군포시,경기도 군포시 속달로 347-181,37.3542027,126.8967777
계류리 예술창고,경기 포천시,경기도 포천시 신북면 양지말길 66-72,37.9573493,127.1720716
관곡지,경기 시흥시,경기도 시흥시 관곡지로 93,37.4024096,126.8035998
원마운트 워터파크,경기 고양시,경기도 고양시 일산서구 한류월드로 300,37.6678113,126.7443811
삼막사,경기 안양시,경기도 안양시 만안구 삼막로 478,37.4346105,126.9360351
수어장대,경기 광주시,경기도 광주시 남한산성면 남한산성로780번길 107-65,37.4789529,127.1813252
백운사(의왕),경기 의왕시,경기도 의왕시 왕곡로 323,37.3497917,127.0080562
구산성지,경기 하남시,경기도 하남시 미사강변북로 99,37.5723434,127.188921
한재당,경기 김포시,경기도 김포시 하성면 가금로111번길 107,37.7480477,126.6085533
도라산 평화공원,경기 파주시,경기도 파주시 장단면 제3땅굴로 310,37.908956,126.7051966
남양주 사릉(정순왕후) [유네스코 세계문화유산],경기 남양주시,경기도 남양주시 진건읍 사릉로 180,37.6439985,127.1979063
연천역 급수탑,경기 연천군,경기도 연천군 연천읍 연천로 273-7,38.1016304,127.0742944
서운동산,경기 포천시,경기도 포천시 내촌면 내진로9번길 237,37.7721073,127.2035586
조무락계곡,경기 가평군,경기도 가평군 북면 조무락골길,37.989425,127.4464943
국립 운악산자연휴양림,경기 포천시,경기도 포천시 화현면 화동로184번길 39,37.8833886,127.3063647
하니랜드,경기 파주시,경기도 파주시 조리읍 장곡로 218,37.7498111,126.8335655
입파도 홍암,경기 화성시,경기도 화성시 우정읍 입파길 54,37.1044023,126.5384232
댕이골 전통음식거리,경기 안산시,경기도 안산시 상록구 석호공원로2길 16-1,37.3000537,126.8493308
