No,name,region,address,경도,위도,상태
2,예당호 출렁다리(음악분수),충남 예산군,충청남도 예산군 응봉면,?,?,실패
13,보령 천북굴단지,충남 보령시,충청남도 보령시 천북면,?,?,실패
18,낙화암,충남 부여군,충청남도 부여군 부여읍 북포로,?,?,실패
19,꽃지해수욕장,충남 태안군,충청남도 태안군 안면읍 승언리,?,?,실패
23,당진 삽교호,충남 당진시,충청남도 당진시 신평면,?,?,실패
27,태안 신두리 해안사구,충남 태안군,충청남도 태안군 원북면 신두리,?,?,실패
30,남당항,충남 홍성군,충청남도 홍성군 서부면 남당리,?,?,실패
31,곡교천변 은행나무길,충남 아산시,충청남도 아산시 염치읍 송곡리,?,?,실패
41,구름포해수욕장,충남 태안군,충청남도 태안군 소원면 의항리,?,?,실패
42,용봉산자연휴양림,충남 홍성군,충청남도 홍성군 홍북면 용봉산2길 87,?,?,실패
43,강당골(양화담),충남 아산시,충청남도 아산시 송악면,?,?,실패
45,대둔산도립공원(금산),충남 금산군,충남 금산군 진산면,?,?,실패
46,장고도,충남 보령시,충청남도 보령시 오천면,?,?,실패
52,온양온천지구,충남 아산시,충청남도 아산시 온천동,?,?,실패
53,수락계곡,충남 논산시,충청남도 논산시 벌곡면,?,?,실패
65,덕산온천지구,충남 예산군,충청남도 예산군 덕산면,?,?,실패
72,만리포해수욕장,충남 태안군,충청남도 태안군 소원면 모항리 일원,?,?,실패
76,몽산포해수욕장,충남 태안군,충청남도 태안군 남면 신장리,?,?,실패
78,장항송림산림욕장 (장항 솔숲),충남 서천군,충청남도 서천군 장항읍,?,?,실패
86,계룡산국립공원,충남 공주시,충남 공주시 반포면,?,?,실패
88,소도,충남 보령시,충청남도 보령시 오천면 효자도리,?,?,실패
91,독대섬,충남 보령시,충청남도 보령시 웅천읍 독산리,?,?,실패
100,삽시도,충남 보령시,충청남도 보령시 오천면 삽시도,?,?,실패
101,광시 한우거리,충남 예산군,충청남도 예산군 광시면 광시소길,?,?,실패
108,은포리해안도로,충남 보령시,충청남도 보령시 주교면 송학리,?,?,실패
112,간월도마을,충남 서산시,충청남도 서산시 부석면 간월도리,?,?,실패
115,대난지도,충남 당진시,충청남도 당진시 석문면 난지1길,?,?,실패
116,천수만(철새도래지),충남 서산시,충남 서산시 부석면,?,?,실패
119,아산시 온천 관광특구,충남 아산시,충청남도 아산시,?,?,실패
127,꽃지해안공원,충남 태안군,충청남도 태안군 안면읍,?,?,실패
132,옹도 등대,충남 태안군,충청남도 태안군 근흥면 가의도리,?,?,실패
135,보령 충청수영성,충남 보령시,충청남도 보령시 오천면 충청수영로,?,?,실패
138,가야산(서산),충남 서산시,충청남도 서산시 해미면 산수리,?,?,실패
139,보령에너지월드(보령발전본부),충남 보령시,충청남도 보령시 오천면,?,?,실패
140,신두리해수욕장,충남 태안군,충청남도 태안군 원북면 신두리,?,?,실패
141,해상인도교 (대하랑꽃게랑),충남 태안군,충청남도 태안군 안면읍 창기리,?,?,실패
142,동학사계곡,충남 공주시,충청남도 공주시 반포면 동학사1로,?,?,실패
159,예산 임존성,충남 예산군,충청남도 예산군 광시면 마사리,?,?,실패
160,도림계곡,충남 청양군,충청남도 청양군 장평면,?,?,실패
167,보령방조제,충남 보령시,충청남도 보령시 오천면,?,?,실패
171,강경 옥녀봉,충남 논산시,충청남도 논산시 강경읍 북옥리,?,?,실패
174,고란사유람선,충남 부여군,충청남도 부여군 부여읍 부소로,?,?,실패
186,계백장군 유적지,충남 논산시,충청남도 논산시 부적면 신풍리,?,?,실패
187,덕산도립공원,충남 예산군,충청남도 예산군 덕산면,?,?,실패
194,가의도,충남 태안군,충청남도 태안군 근흥면 가의도길,?,?,실패
199,명대골계곡,충남 보령시,충청남도 보령시 청라면 장현리,?,?,실패
200,광덕산(아산),충남 아산시,충청남도 천안시 동남구 광덕면 광덕사길,?,?,실패
203,대둔산도립공원(논산),충남 논산시,충청남도 논산시 벌곡면 수락계곡길,?,?,실패
204,천호지(단대호수),충남 천안시,충청남도 천안시 안서동,?,?,실패
207,우도(서산),충남 서산시,충청남도 서산시 지곡면 도성마동길,?,?,실패
210,청포대해수욕장,충남 태안군,충청남도 태안군 남면 신온리,?,?,실패
211,탑정저수지,충남 논산시,충남 논산시 부적면 신풍리,?,?,실패
