name,region,tel,keyword,photo,address,lat,lon
ETRI 정보통신전시관,대전 유성구,042-860-3913,"['ETRI', 'ETRI정보통신전시관', '관광지', '박물관', '산업관광', '아이와함께', '전시관']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=bda9d8e9-48f3-4b3f-a079-617cfa8b9dd9&thumb,대전광역시 유성구 가정로 218,36.3817712,127.36599790000001
It's 수 홍보관,대전 대덕구,042-715-6532,"[""It's수홍보관"", '견학', '관광지', '대전수돗물', '산업관광', '아이와함께', '전시관']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c630e401-240e-4f4f-97a5-1c6d40ff3d71&thumb,대전광역시 대덕구 신탄진로756번안길 223,36.44441,127.44853799999999
가양비래근린공원,대전 대덕구,042-632-7421,"['가양비래근린공원', '가족여행', '걷기길', '걷기여행', '관광지', '데이트코스']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=bd6301dd-9542-4a88-b95a-09ff37556534&thumb,대전광역시 대덕구 비래동,36.354940500000005,127.45006809999998
갑천,대전 유성구,042-288-3522,"['관광지', '자연']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=2787ae04-504e-4130-a4eb-5610eb91a181&thumb,대전광역시 유성구 대학로,36.3638194,127.3550601
갤러리아 백화점 (타임월드점),대전 서구,042-480-5000,['쇼핑'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=244e4707-5aaf-47a8-8e10-4c84e9bb1241&thumb,대전광역시 서구 대덕대로 211,36.351954299999996,127.37816699999999
계룡산 수통골,대전 유성구,042-825-3006,"['계룡산', '국립공원', '대전', '등산로', '레포츠', '언택트관광지_100선', '유성구']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f68f06e2-642d-4a66-a0e6-65f16a74f1c7&thumb,대전광역시 유성구 수통골로 47-3,36.3452704,127.2885771
계족산 황톳길,대전 대덕구,042-608-5163,"['19_20한국관광100선', '가족과함께', '계족산황톳길', '레포츠', '산책코스']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ef337b4d-6a2e-441d-9269-56c6c29d5cfc&thumb,대전광역시 대덕구 장동,36.4026563,127.4457897
구봉산(대전),대전 서구,042-861-1330,"['관광지', '자연']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=68013da1-cab3-443b-b19e-d739c0620039&thumb,대전광역시 서구 상보안윗길 160,36.2840164,127.3397916
국가핵융합연구소,대전 유성구,042-879-6218,"['견학', '관광지', '국가핵융합연구소', '산업관광', '신재생에너지', '아이와함께']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f6940b39-7454-4901-a887-6a134e43e487&thumb,대전광역시 유성구 과학로 169-148,36.3727807,127.3536125
국립대전숲체원,대전 유성구,042-718-1501,"['가족과함께', '관광지', '대전가볼만한곳', '이색체험', '자연여행', '자연좋은곳']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b1100995-b944-4c8e-aa38-ab7080a411ef&thumb,대전광역시 유성구 성북로154번길 748,36.3057119,127.2948918
국립대전현충원,대전 유성구,042-718-7114,"['가족여행', '관광지', '국립대전현충원', '기념관', '순국선열', '아이와함께', '언택트관광지_100선']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f4f32980-1081-4880-a254-08f2d4f8762c&thumb,대전광역시 유성구 현충원로 251,36.367954,127.2988557
국립중앙과학관,대전 유성구,042-601-7979,"['가족여행', '과학관', '국립중앙과학관', '기차여행', '무더위_피해_실내놀이']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3fa046c8-7d7a-442a-8d94-ca0be82a46ec&thumb,대전광역시 유성구 대덕대로 481,36.3771312,127.3749897
금강로하스대청공원,대전 대덕구,042-608-5573,"['가족여행', '관광지', '금강로하스대청공원', '나들이', '당일치기여행', '산책길']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1a52c5d2-5722-451a-bafc-f093d450c52f&thumb,대전광역시 대덕구 대청로 607,36.47359960000001,127.4735685
김정선생묘소일원,대전 동구,042-662-2363,"['관광지', '교과서속여행', '김정선생묘소', '문화재', '역사', '역사공부', '역사관광지']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1b9f4484-97e2-470a-b1a1-91635c36cd5d&thumb,대전광역시 동구 회남로 117,36.3575565,127.4985587
남간정사,대전 동구,042-662-2363,"['관광지', '교과서속여행', '남간정사', '문화재', '역사', '역사공부', '역사관광지']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b671207e-e96a-4ec0-8274-6bc1a60afd63&thumb,대전광역시 동구 충정로 53,36.3481857,127.4591709
내원사(대전),대전 서구,042-531-3901,"['관광지', '대전내원사', '불교', '불교문화', '사찰', '사찰여행', '역사', '연중무휴']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=bf5b27a7-efa7-45f2-a05f-ca56cd377c68&thumb,대전광역시 서구 배재로197번길 200,36.3225978,127.3601604
단재 신채호선생생가지,대전 중구,053-661-2193,"['관광지', '교과서속여행', '신채호선생생가지', '역사', '역사공부', '역사관광지']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=49ce505c-1a8b-4037-893b-9124b59b7091&thumb,대전광역시 중구 단재로229번길 47,36.2326638,127.4111143
"대덕문예회관(구, 대덕구 평생학습센터)",대전 대덕구,042-608-6491,"['교육여행', '대덕구평생학습센터', '문화공간', '문화시설', '복합문화공간', '사계절']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=9b5912be-e6da-4d27-ad35-db0db1081d22&thumb,대전광역시 대덕구 대전로 1348,36.37411504,127.420651
대덕문화원,대전 대덕구,042-627-7517,"['문화시설', '아이와함게', '역사문화', '친구와함께']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=225f2e95-2665-4c91-966f-3f2a36ed2131&thumb,대전광역시 대덕구 대전로 1348,36.37411504,127.420651
대덕연구단지 컨트리클럽,대전 유성구,042-865-3000,"['골프', '대덕연구단지컨트리클럽', '레포츠', '충청권']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b4d733e4-cfef-4b1b-8955-f0a7ad2483d5&thumb,대전광역시 유성구 유성대로1689번길 69,36.4041451,127.39357240000001
대동하늘공원,대전 동구,042-251-6672,"['경치좋은곳', '관광지', '남녀노소', '사진찍기좋은곳', '사진촬영명소', '산책길']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=480c12ba-8baa-4888-804d-b246395dc98d&thumb,대전광역시 동구 동대전로110번길 182,36.3317033,127.45157140000002
대전 가수원도서관,대전 서구,042-543-0051,"['대전시', '독서', '문화시설', '아이와함게']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c286eebb-67a3-42ac-92f8-507ba11e0aba&thumb,대전광역시 서구 가수원로 91-11,36.30169402,127.3489227
대전 갈마도서관,대전 서구,042-288-4740,"['대전', '독서', '문화시설', '아이와함게']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ca013dd8-945f-4074-a00a-e475c1798ca1&thumb,대전광역시 서구 신갈마로127번길 138,36.34088982,127.3656966
대전 계족산성,대전 대덕구,042-608-6574,"['걷기길', '계족산', '관광지', '교과서속여행', '대전계족산성', '아이와함께', '역사']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ade42d09-b7fc-49f6-98d5-7c4add41da9d&thumb,대전광역시 대덕구 장동,36.4026563,127.4457897
대전 동구문화원,대전 동구,042-623-7211,"['대전', '동구문화원', '문화공간', '문화시설', '열린문화공간']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=47304ece-8e7e-439c-8557-459bb5519fc3&thumb,대전광역시 동구 백룡로 20,36.33535621,127.4490867
대전 서구문화원,대전 서구,042-488-5474,"['교육프로그램', '대전서구문화원', '문화시설']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=2ae8fcbd-5b60-4538-8110-b42d0a027e1a&thumb,대전광역시 서구 계룡로553번길 38,36.34462276,127.3855666
대전 자전거 [갑천 순환 코스],대전 유성구,042-120,"['가족과함께', '레포츠', '자전거길', '자전거대여', '자전거여행', '자전거코스']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=7e516724-6b3c-4ce9-87e9-687ceeb95455&thumb,대전광역시 유성구 도룡동,36.377604999999996,127.3876979
대전 자전거 [고봉산 산림체험 코스],대전 대덕구,042-120,"['가족과함께', '레포츠', '자전거대여', '자전거여행', '자전거코스', '자전거투어']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b3893f89-5b9a-4508-bb29-11edc88e6fff&thumb,대전광역시 대덕구 비래동,36.35494050000001,127.45006809999998
대전 자전거 [대청댐 순환 코스],대전 대덕구,042-120,"['가족과함께', '레포츠', '자전거길', '자전거대여', '자전거여행', '자전거코스']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d3c2cca9-e675-435f-aac2-82b5560aa4a4&thumb,대전광역시 대덕구 미호동,36.4639036,127.4729409
