name,region,tel,keyword,photo,address,lat,lon
(전)광주 성거사지 오층석탑,광주 남구,062-607-2333,"['관광지', '광주서오층석탑', '광주성거사지오층석탑', '보물', '역사공부', '역사관광지']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b1da246b-71a4-4eb3-9fa2-e641c90630a2&thumb,광주광역시 남구 천변좌로338번길 7,35.14799885,126.90871000000001
1913송정역시장,광주 광산구,1913 062-942-1914 062-960-3717,"['1913송정역시장', '가족여행', '기차여행', '나들이', '나홀로여행', '데이트코스']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=973b80fe-37f1-4ef5-90ea-db5159bfe3e8&thumb,광주광역시 광산구 송정로16번길 38,35.1352664,126.7917513
5.18 민주광장,광주 동구,062-613-2082,"['관광지', '민주공원', '민주화', '민주화', '아이와함께', '역사', '역사관광', '역사관광지']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1ac63b9b-2176-4caa-bbab-33d6d6748d73&thumb,광주광역시 동구 문화전당로 38,35.14800054,126.9200115
5·18 기념공원,광주 서구,5·18 062-376-5197,"['5.18기념공원', '가족여행', '관광지', '교과서속여행', '나홀로여행', '데이트코스']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=9ab36693-4a38-4acc-94a7-1d2a9aea5c78&thumb,광주광역시 서구 상무민주로 61,35.15574874,126.85858400000001
5·18 자유공원,광주 서구,062-376-5183,"['5.18자유공원', '가족여행', '관광지', '교과서속여행', '교육여행', '나홀로여행']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=82612a19-ce5d-489f-856f-a86ab2799200&thumb,광주광역시 서구 상무평화로 13,35.14939264,126.83965079999999
KBC 광주방송,광주 서구,062-650-3114,"['KBC광주방송', '관광지', '사계절', '아이와함께', '여름방학가볼만한곳', '이색체험']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1dcb30b6-1ac1-42b3-bf49-3eebc146a92a&thumb,광주광역시 서구 무진대로 919,35.16229672,126.88099740000001
[무등산 옛길 1구간] 산수동~원효사,광주 동구,062-227-1187,"['광주', '등산', '레포츠', '무등산', '트래킹']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d908cc1b-329b-4a5c-afe8-2a2e1a48e4e6&thumb,광주광역시 동구 무등로,35.1586,126.94650779999999
[무등산 옛길 2구간] 원효사~서석대,광주 북구,062-227-1187,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=27f3384b-66a5-4b32-9cbf-b44d25ec7de9&thumb,광주광역시 북구 무등로 1514-35,35.14843320000001,126.98560230000001
[무등산 옛길 3구간] 장원삼거리~환벽당,광주 동구,062-227-1187,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3a368c4d-4500-4325-9eb6-4713aae949b6&thumb,광주광역시 동구 산수동,35.1569342,126.9342774
경장각,광주 광산구,062-960-8252,"['관광지', '역사', '역사공부', '역사관광지', '역사를품은곳', '역사문화재', '역사속']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a55a9022-1a73-4584-9c05-33e44341d3dc&thumb,광주광역시 광산구 용아로 460,35.18438179,126.80537779999999
